Year,OSHPD_ID,Facility_Name,County_Name,Type_Of_Control,ED_Level,Patient_Type,Gender,Count
2010,106270744,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,2866
2011,106270744,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,17587
2011,106270744,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,21849
2011,106270744,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,3912
2011,106270744,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,1
2011,106270744,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,3504
2012,106270744,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,18209
2012,106270744,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,22758
2012,106270744,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,3680
2012,106270744,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,2
2012,106270744,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,3380
2013,106270744,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,18477
2013,106270744,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,22933
2013,106270744,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,3518
2013,106270744,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,3278
2014,106270744,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,19665
2014,106270744,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,3544
2014,106270744,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,3199
2010,106270777,GEORGE L MEE MEMORIAL HOSPITAL,MONTEREY,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,4427
2010,106270777,GEORGE L MEE MEMORIAL HOSPITAL,MONTEREY,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,4913
2010,106270777,GEORGE L MEE MEMORIAL HOSPITAL,MONTEREY,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,371
2010,106270777,GEORGE L MEE MEMORIAL HOSPITAL,MONTEREY,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,355
2011,106270777,GEORGE L MEE MEMORIAL HOSPITAL,MONTEREY,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,4481
2011,106270777,GEORGE L MEE MEMORIAL HOSPITAL,MONTEREY,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,4929
2011,106270777,GEORGE L MEE MEMORIAL HOSPITAL,MONTEREY,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,369
2011,106270777,GEORGE L MEE MEMORIAL HOSPITAL,MONTEREY,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,297
2012,106270777,GEORGE L MEE MEMORIAL HOSPITAL,MONTEREY,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,4121
2012,106270777,GEORGE L MEE MEMORIAL HOSPITAL,MONTEREY,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,5108
2012,106270777,GEORGE L MEE MEMORIAL HOSPITAL,MONTEREY,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,309
2012,106270777,GEORGE L MEE MEMORIAL HOSPITAL,MONTEREY,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,259
2013,106270777,GEORGE L MEE MEMORIAL HOSPITAL,MONTEREY,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,4345
2013,106270777,GEORGE L MEE MEMORIAL HOSPITAL,MONTEREY,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,5118
2013,106270777,GEORGE L MEE MEMORIAL HOSPITAL,MONTEREY,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,355
2013,106270777,GEORGE L MEE MEMORIAL HOSPITAL,MONTEREY,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,249
2014,106270777,GEORGE L MEE MEMORIAL HOSPITAL,MONTEREY,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,5021
2014,106270777,GEORGE L MEE MEMORIAL HOSPITAL,MONTEREY,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,276
2014,106270777,GEORGE L MEE MEMORIAL HOSPITAL,MONTEREY,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,269
2010,106270875,SALINAS VALLEY MEMORIAL HOSPITAL,MONTEREY,Public - District,Emergency - Basic,ED Visit,Male,15404
2010,106270875,SALINAS VALLEY MEMORIAL HOSPITAL,MONTEREY,Public - District,Emergency - Basic,ED Visit,Female,20634
2010,106270875,SALINAS VALLEY MEMORIAL HOSPITAL,MONTEREY,Public - District,Emergency - Basic,ED Admit,Female,2901
2010,106270875,SALINAS VALLEY MEMORIAL HOSPITAL,MONTEREY,Public - District,Emergency - Basic,ED Admit,Male,2747
2011,106270875,SALINAS VALLEY MEMORIAL HOSPITAL,MONTEREY,Public - District,Emergency - Basic,ED Visit,Male,14929
2011,106270875,SALINAS VALLEY MEMORIAL HOSPITAL,MONTEREY,Public - District,Emergency - Basic,ED Visit,Female,20243
2011,106270875,SALINAS VALLEY MEMORIAL HOSPITAL,MONTEREY,Public - District,Emergency - Basic,ED Admit,Female,3060
2011,106270875,SALINAS VALLEY MEMORIAL HOSPITAL,MONTEREY,Public - District,Emergency - Basic,ED Admit,Male,2716
2012,106270875,SALINAS VALLEY MEMORIAL HOSPITAL,MONTEREY,Public - District,Emergency - Basic,ED Visit,Male,15406
2012,106270875,SALINAS VALLEY MEMORIAL HOSPITAL,MONTEREY,Public - District,Emergency - Basic,ED Visit,Female,19966
2012,106270875,SALINAS VALLEY MEMORIAL HOSPITAL,MONTEREY,Public - District,Emergency - Basic,ED Admit,Female,3129
2012,106270875,SALINAS VALLEY MEMORIAL HOSPITAL,MONTEREY,Public - District,Emergency - Basic,ED Admit,Male,2956
2013,106270875,SALINAS VALLEY MEMORIAL HOSPITAL,MONTEREY,Public - District,Emergency - Basic,ED Visit,Male,16368
2013,106270875,SALINAS VALLEY MEMORIAL HOSPITAL,MONTEREY,Public - District,Emergency - Basic,ED Visit,Female,21970
2013,106270875,SALINAS VALLEY MEMORIAL HOSPITAL,MONTEREY,Public - District,Emergency - Basic,ED Admit,Female,3378
2013,106270875,SALINAS VALLEY MEMORIAL HOSPITAL,MONTEREY,Public - District,Emergency - Basic,ED Admit,Male,3098
2014,106270875,SALINAS VALLEY MEMORIAL HOSPITAL,MONTEREY,Public - District,Emergency - Basic,ED Visit,Male,18310
2014,106270875,SALINAS VALLEY MEMORIAL HOSPITAL,MONTEREY,Public - District,Emergency - Basic,ED Admit,Female,3035
2014,106270875,SALINAS VALLEY MEMORIAL HOSPITAL,MONTEREY,Public - District,Emergency - Basic,ED Admit,Male,2911
2010,106274043,NATIVIDAD MEDICAL CENTER,MONTEREY,Public - City or County,Emergency - Basic,ED Visit,Male,17994
2010,106274043,NATIVIDAD MEDICAL CENTER,MONTEREY,Public - City or County,Emergency - Basic,ED Visit,Female,20761
2010,106274043,NATIVIDAD MEDICAL CENTER,MONTEREY,Public - City or County,Emergency - Basic,ED Admit,Female,1540
2010,106274043,NATIVIDAD MEDICAL CENTER,MONTEREY,Public - City or County,Emergency - Basic,ED Admit,Male,2013
2011,106274043,NATIVIDAD MEDICAL CENTER,MONTEREY,Public - City or County,Emergency - Basic,ED Visit,Male,19321
2011,106274043,NATIVIDAD MEDICAL CENTER,MONTEREY,Public - City or County,Emergency - Basic,ED Visit,Female,22532
2011,106274043,NATIVIDAD MEDICAL CENTER,MONTEREY,Public - City or County,Emergency - Basic,ED Admit,Female,1664
2011,106274043,NATIVIDAD MEDICAL CENTER,MONTEREY,Public - City or County,Emergency - Basic,ED Admit,Male,2075
2012,106274043,NATIVIDAD MEDICAL CENTER,MONTEREY,Public - City or County,Emergency - Basic,ED Visit,Male,19466
2012,106274043,NATIVIDAD MEDICAL CENTER,MONTEREY,Public - City or County,Emergency - Basic,ED Visit,Female,22868
2012,106274043,NATIVIDAD MEDICAL CENTER,MONTEREY,Public - City or County,Emergency - Basic,ED Admit,Female,1764
2012,106274043,NATIVIDAD MEDICAL CENTER,MONTEREY,Public - City or County,Emergency - Basic,ED Admit,Male,2124
2013,106274043,NATIVIDAD MEDICAL CENTER,MONTEREY,Public - City or County,Emergency - Basic,ED Visit,Male,20788
2013,106274043,NATIVIDAD MEDICAL CENTER,MONTEREY,Public - City or County,Emergency - Basic,ED Visit,Female,23478
2013,106274043,NATIVIDAD MEDICAL CENTER,MONTEREY,Public - City or County,Emergency - Basic,ED Admit,Female,1676
2013,106274043,NATIVIDAD MEDICAL CENTER,MONTEREY,Public - City or County,Emergency - Basic,ED Admit,Male,2086
2014,106274043,NATIVIDAD MEDICAL CENTER,MONTEREY,Public - City or County,Emergency - Basic,ED Visit,Male,20842
2014,106274043,NATIVIDAD MEDICAL CENTER,MONTEREY,Public - City or County,Emergency - Basic,ED Admit,Female,1474
2014,106274043,NATIVIDAD MEDICAL CENTER,MONTEREY,Public - City or County,Emergency - Basic,ED Admit,Male,2008
2010,106281047,QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,11562
2010,106281047,QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,13164
2010,106281047,QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,2100
2010,106281047,QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,2
2010,106281047,QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,2216
2011,106281047,QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,11349
2011,106281047,QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,13087
2011,106281047,QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,2134
2011,106281047,QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,2332
2012,106281047,QUEEN OF THE VALLEY HOSPITAL - NAPA,NAPA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,11746
2012,106281047,QUEEN OF THE VALLEY HOSPITAL - NAPA,NAPA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,13123
2012,106281047,QUEEN OF THE VALLEY HOSPITAL - NAPA,NAPA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,2146
2012,106281047,QUEEN OF THE VALLEY HOSPITAL - NAPA,NAPA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,2444
2013,106281047,QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,12232
2013,106281047,QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,13586
2013,106281047,QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,2110
2013,106281047,QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,2244
2014,106281047,QUEEN OF THE VALLEY HOSPITAL - NAPA,NAPA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,12289
2014,106281047,QUEEN OF THE VALLEY HOSPITAL - NAPA,NAPA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,1903
2014,106281047,QUEEN OF THE VALLEY HOSPITAL - NAPA,NAPA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,2103
2010,106281078,ST. HELENA HOSPITAL,NAPA,Nonprofit - Corporation,Emergency - Standby,ED Visit,Male,2607
2010,106281078,ST. HELENA HOSPITAL,NAPA,Nonprofit - Corporation,Emergency - Standby,ED Visit,Female,2760
2010,106281078,ST. HELENA HOSPITAL,NAPA,Nonprofit - Corporation,Emergency - Standby,ED Admit,Female,644
2010,106281078,ST. HELENA HOSPITAL,NAPA,Nonprofit - Corporation,Emergency - Standby,ED Admit,Male,659
2011,106281078,ST. HELENA HOSPITAL,NAPA,Nonprofit - Corporation,Emergency - Standby,ED Visit,Male,2819
2011,106281078,ST. HELENA HOSPITAL,NAPA,Nonprofit - Corporation,Emergency - Standby,ED Visit,Female,3187
2011,106281078,ST. HELENA HOSPITAL,NAPA,Nonprofit - Corporation,Emergency - Standby,ED Admit,Female,709
2011,106281078,ST. HELENA HOSPITAL,NAPA,Nonprofit - Corporation,Emergency - Standby,ED Admit,Male,686
2012,106281078,ST. HELENA HOSPITAL,NAPA,Nonprofit - Corporation,Emergency - Standby,ED Visit,Male,2751
2012,106281078,ST. HELENA HOSPITAL,NAPA,Nonprofit - Corporation,Emergency - Standby,ED Visit,Female,3274
2012,106281078,ST. HELENA HOSPITAL,NAPA,Nonprofit - Corporation,Emergency - Standby,ED Admit,Female,635
2012,106281078,ST. HELENA HOSPITAL,NAPA,Nonprofit - Corporation,Emergency - Standby,ED Admit,Male,610
2013,106281078,ST. HELENA HOSPITAL,NAPA,Nonprofit - Corporation,Emergency - Standby,ED Visit,Male,2693
2013,106281078,ST. HELENA HOSPITAL,NAPA,Nonprofit - Corporation,Emergency - Standby,ED Visit,Female,3272
2013,106281078,ST. HELENA HOSPITAL,NAPA,Nonprofit - Corporation,Emergency - Standby,ED Admit,Female,662
2013,106281078,ST. HELENA HOSPITAL,NAPA,Nonprofit - Corporation,Emergency - Standby,ED Admit,Male,640
2014,106281078,ST. HELENA HOSPITAL,NAPA,Nonprofit - Corporation,Emergency - Standby,ED Visit,Male,2798
2014,106281078,ST. HELENA HOSPITAL,NAPA,Nonprofit - Corporation,Emergency - Standby,ED Admit,Female,550
2014,106281078,ST. HELENA HOSPITAL,NAPA,Nonprofit - Corporation,Emergency - Standby,ED Admit,Male,563
2010,106291023,SIERRA NEVADA MEMORIAL HOSPITAL,NEVADA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,11563
2010,106291023,SIERRA NEVADA MEMORIAL HOSPITAL,NEVADA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,13587
2010,106291023,SIERRA NEVADA MEMORIAL HOSPITAL,NEVADA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,2131
2010,106291023,SIERRA NEVADA MEMORIAL HOSPITAL,NEVADA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,1
2010,106291023,SIERRA NEVADA MEMORIAL HOSPITAL,NEVADA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,1839
2011,106291023,SIERRA NEVADA MEMORIAL HOSPITAL,NEVADA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,12053
2011,106291023,SIERRA NEVADA MEMORIAL HOSPITAL,NEVADA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,13639
2011,106291023,SIERRA NEVADA MEMORIAL HOSPITAL,NEVADA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,2109
2011,106291023,SIERRA NEVADA MEMORIAL HOSPITAL,NEVADA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,1874
2012,106291023,SIERRA NEVADA MEMORIAL HOSPITAL,NEVADA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,12055
2012,106291023,SIERRA NEVADA MEMORIAL HOSPITAL,NEVADA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,13660
2012,106291023,SIERRA NEVADA MEMORIAL HOSPITAL,NEVADA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,2133
2012,106291023,SIERRA NEVADA MEMORIAL HOSPITAL,NEVADA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,1846
2013,106291023,SIERRA NEVADA MEMORIAL HOSPITAL,NEVADA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,12068
2013,106291023,SIERRA NEVADA MEMORIAL HOSPITAL,NEVADA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,13474
2013,106291023,SIERRA NEVADA MEMORIAL HOSPITAL,NEVADA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,2127
2013,106291023,SIERRA NEVADA MEMORIAL HOSPITAL,NEVADA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,1
2013,106291023,SIERRA NEVADA MEMORIAL HOSPITAL,NEVADA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,1828
2014,106291023,SIERRA NEVADA MEMORIAL HOSPITAL,NEVADA,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,12527
2014,106291023,SIERRA NEVADA MEMORIAL HOSPITAL,NEVADA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,2100
2014,106291023,SIERRA NEVADA MEMORIAL HOSPITAL,NEVADA,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,1902
2010,106291053,TAHOE FOREST HOSPITAL,NEVADA,Public - District,Emergency - Basic,ED Visit,Male,5104
2010,106291053,TAHOE FOREST HOSPITAL,NEVADA,Public - District,Emergency - Basic,ED Visit,Female,4435
2010,106291053,TAHOE FOREST HOSPITAL,NEVADA,Public - District,Emergency - Basic,ED Admit,Female,491
2010,106291053,TAHOE FOREST HOSPITAL,NEVADA,Public - District,Emergency - Basic,ED Admit,Male,527
2011,106291053,TAHOE FOREST HOSPITAL,NEVADA,Public - District,Emergency - Basic,ED Visit,Male,5397
2011,106291053,TAHOE FOREST HOSPITAL,NEVADA,Public - District,Emergency - Basic,ED Visit,Female,4488
2011,106291053,TAHOE FOREST HOSPITAL,NEVADA,Public - District,Emergency - Basic,ED Admit,Female,491
2011,106291053,TAHOE FOREST HOSPITAL,NEVADA,Public - District,Emergency - Basic,ED Admit,Male,482
2012,106291053,TAHOE FOREST HOSPITAL,NEVADA,Public - District,Emergency - Basic,ED Visit,Male,5154
2012,106291053,TAHOE FOREST HOSPITAL,NEVADA,Public - District,Emergency - Basic,ED Visit,Female,4277
2012,106291053,TAHOE FOREST HOSPITAL,NEVADA,Public - District,Emergency - Basic,ED Admit,Female,423
2012,106291053,TAHOE FOREST HOSPITAL,NEVADA,Public - District,Emergency - Basic,ED Admit,Male,493
2013,106291053,TAHOE FOREST HOSPITAL,NEVADA,Public - District,Emergency - Basic,ED Visit,Male,5938
2013,106291053,TAHOE FOREST HOSPITAL,NEVADA,Public - District,Emergency - Basic,ED Visit,Female,5097
2013,106291053,TAHOE FOREST HOSPITAL,NEVADA,Public - District,Emergency - Basic,ED Admit,Female,377
2013,106291053,TAHOE FOREST HOSPITAL,NEVADA,Public - District,Emergency - Basic,ED Admit,Male,449
2014,106291053,TAHOE FOREST HOSPITAL,NEVADA,Public - District,Emergency - Basic,ED Visit,Male,6027
2014,106291053,TAHOE FOREST HOSPITAL,NEVADA,Public - District,Emergency - Basic,ED Admit,Female,384
2014,106291053,TAHOE FOREST HOSPITAL,NEVADA,Public - District,Emergency - Basic,ED Admit,Male,399
2010,106300032,CHILDREN'S HOSPITAL OF ORANGE COUNTY,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,25546
2010,106300032,CHILDREN'S HOSPITAL OF ORANGE COUNTY,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,21196
2010,106300032,CHILDREN'S HOSPITAL OF ORANGE COUNTY,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,2360
2010,106300032,CHILDREN'S HOSPITAL OF ORANGE COUNTY,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,2
2010,106300032,CHILDREN'S HOSPITAL OF ORANGE COUNTY,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,2877
2011,106300032,CHILDREN'S HOSPITAL OF ORANGE COUNTY,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,25181
2011,106300032,CHILDREN'S HOSPITAL OF ORANGE COUNTY,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,20836
2011,106300032,CHILDREN'S HOSPITAL OF ORANGE COUNTY,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,2453
2011,106300032,CHILDREN'S HOSPITAL OF ORANGE COUNTY,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,4
2011,106300032,CHILDREN'S HOSPITAL OF ORANGE COUNTY,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,2930
2012,106300032,CHILDREN'S HOSPITAL OF ORANGE COUNTY,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,25317
2012,106300032,CHILDREN'S HOSPITAL OF ORANGE COUNTY,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,21089
2012,106300032,CHILDREN'S HOSPITAL OF ORANGE COUNTY,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,2188
2012,106300032,CHILDREN'S HOSPITAL OF ORANGE COUNTY,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,3
2012,106300032,CHILDREN'S HOSPITAL OF ORANGE COUNTY,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,2753
2013,106300032,CHILDREN'S HOSPITAL OF ORANGE COUNTY,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,23458
2013,106300032,CHILDREN'S HOSPITAL OF ORANGE COUNTY,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,20013
2013,106300032,CHILDREN'S HOSPITAL OF ORANGE COUNTY,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,2323
2013,106300032,CHILDREN'S HOSPITAL OF ORANGE COUNTY,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Unknown,2
2013,106300032,CHILDREN'S HOSPITAL OF ORANGE COUNTY,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,2929
2014,106300032,CHILDRENS HOSPITAL OF ORANGE COUNTY,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,30748
2014,106300032,CHILDRENS HOSPITAL OF ORANGE COUNTY,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,2480
2014,106300032,CHILDRENS HOSPITAL OF ORANGE COUNTY,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,2973
2010,106300225,ORANGE COAST MEMORIAL MEDICAL CENTER,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Male,7583
2010,106300225,ORANGE COAST MEMORIAL MEDICAL CENTER,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Visit,Female,10470
2010,106300225,ORANGE COAST MEMORIAL MEDICAL CENTER,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Female,4006
2010,106300225,ORANGE COAST MEMORIAL MEDICAL CENTER,ORANGE,Nonprofit - Corporation,Emergency - Basic,ED Admit,Male,3171
